best_scores,generation_scores,generation
4.569274656876527,4.569274656876527,191
4.569274656876527,4.569274656876527,192
4.569761729066251,4.569761729066251,193
4.569761729066251,4.569761729066251,194
4.569761729066251,4.569761729066251,195
4.569761729066251,4.569761729066251,196
4.569761729066251,4.569761729066251,197
4.5700837053390275,4.5700837053390275,198
4.5701483243537,4.5701483243537,199
4.571975558968993,4.571975558968993,200
4.571975558968993,4.571975558968993,201
4.571975558968993,4.571975558968993,202
4.571975558968993,4.571975558968993,203
4.571975558968993,4.571975558968993,204
4.571975558968993,4.571975558968993,205
4.571975558968993,4.571975558968993,206
4.571975558968993,4.571975558968993,207
4.571975558968993,4.571975558968993,208
4.571975558968993,4.571975558968993,209
4.571975558968993,4.571975558968993,210
4.571975558968993,4.571975558968993,211
4.571975558968993,4.571975558968993,212
4.571975558968993,4.571975558968993,213
4.571975558968993,4.571975558968993,214
4.571975558968993,4.571975558968993,215
4.571975558968993,4.571975558968993,216
4.571975558968993,4.571975558968993,217
4.571975558968993,4.571975558968993,218
4.571975558968993,4.571975558968993,219
4.571975558968993,4.571975558968993,220
4.571975558968993,4.571975558968993,221
4.572377626126498,4.572377626126498,222
4.572377626126498,4.572377626126498,223
4.572377626126498,4.572377626126498,224
4.572377626126498,4.572377626126498,225
4.572377626126498,4.572377626126498,226
4.572377626126498,4.572377626126498,227
4.572377626126498,4.572377626126498,228
4.572377626126498,4.572377626126498,229
4.572377626126498,4.572377626126498,230
4.572377626126498,4.572377626126498,231
4.572377626126498,4.572377626126498,232
4.572377626126498,4.572377626126498,233
4.572377626126498,4.572377626126498,234
4.5724214696270336,4.5724214696270336,235
4.572791866343971,4.572791866343971,236
4.572791866343971,4.572791866343971,237
4.572791866343971,4.572791866343971,238
4.572791866343971,4.572791866343971,239
4.572791866343971,4.572791866343971,240
4.572791866343971,4.572791866343971,241
4.572791866343971,4.572791866343971,242
4.572791866343971,4.572791866343971,243
4.572791866343971,4.572791866343971,244
4.572791866343971,4.572791866343971,245
4.572791866343971,4.572791866343971,246
4.572791866343971,4.572791866343971,247
4.572791866343971,4.572791866343971,248
4.572791866343971,4.572791866343971,249
4.572791866343971,4.572791866343971,250
4.57290401263597,4.57290401263597,251
4.57290401263597,4.57290401263597,252
4.57290401263597,4.57290401263597,253
4.57290401263597,4.57290401263597,254
4.57290401263597,4.57290401263597,255
4.57290401263597,4.57290401263597,256
4.57290401263597,4.57290401263597,257
4.57290401263597,4.57290401263597,258
4.57290401263597,4.57290401263597,259
4.57290401263597,4.57290401263597,260
4.57290401263597,4.57290401263597,261
4.572998781248279,4.572998781248279,262
4.572998781248279,4.572998781248279,263
4.572998781248279,4.572998781248279,264
4.572998781248279,4.572998781248279,265
4.572998781248279,4.572998781248279,266
4.572998781248279,4.572998781248279,267
4.572998781248279,4.572998781248279,268
4.572998781248279,4.572998781248279,269
4.572998781248279,4.572998781248279,270
4.572998781248279,4.572998781248279,271
4.572998781248279,4.572998781248279,272
4.572998781248279,4.572998781248279,273
4.573429657034552,4.573429657034552,274
4.573429657034552,4.573429657034552,275
4.573429657034552,4.573429657034552,276
4.573429657034552,4.573429657034552,277
4.573429657034552,4.573429657034552,278
4.573429657034552,4.573429657034552,279
4.574737066864125,4.574737066864125,280
4.574737066864125,4.574737066864125,281
4.574737066864125,4.574737066864125,282
4.574737066864125,4.574737066864125,283
4.574737066864125,4.574737066864125,284
4.574737066864125,4.574737066864125,285
4.574737066864125,4.574737066864125,286
4.574737066864125,4.574737066864125,287
4.574737066864125,4.574737066864125,288
4.574737066864125,4.574737066864125,289
4.5750110744031165,4.5750110744031165,290
4.5750110744031165,4.5750110744031165,291
4.5750110744031165,4.5750110744031165,292
4.5750110744031165,4.5750110744031165,293
4.5750110744031165,4.5750110744031165,294
4.5750110744031165,4.5750110744031165,295
4.5750110744031165,4.5750110744031165,296
4.5750110744031165,4.5750110744031165,297
4.5750110744031165,4.5750110744031165,298
4.5750110744031165,4.5750110744031165,299
4.5750110744031165,4.5750110744031165,300
4.5750110744031165,4.5750110744031165,301
4.5750110744031165,4.5750110744031165,302
4.5750110744031165,4.5750110744031165,303
4.5750110744031165,4.5750110744031165,304
4.5750110744031165,4.5750110744031165,305
4.5754024166717056,4.5754024166717056,306
4.5754024166717056,4.5754024166717056,307
4.5754024166717056,4.5754024166717056,308
4.5754024166717056,4.5754024166717056,309
4.5754024166717056,4.5754024166717056,310
4.5754024166717056,4.5754024166717056,311
4.5754024166717056,4.5754024166717056,312
4.5754024166717056,4.5754024166717056,313
4.5754024166717056,4.5754024166717056,314
4.5754024166717056,4.5754024166717056,315
4.5754024166717056,4.5754024166717056,316
4.5754024166717056,4.5754024166717056,317
4.576125993938151,4.576125993938151,318
4.576125993938151,4.576125993938151,319
4.576125993938151,4.576125993938151,320
4.576125993938151,4.576125993938151,321
4.576125993938151,4.576125993938151,322
4.576125993938151,4.576125993938151,323
4.576125993938151,4.576125993938151,324
4.576125993938151,4.576125993938151,325
4.576125993938151,4.576125993938151,326
4.576125993938151,4.576125993938151,327
4.576125993938151,4.576125993938151,328
4.576125993938151,4.576125993938151,329
4.576125993938151,4.576125993938151,330
4.576125993938151,4.576125993938151,331
4.576125993938151,4.576125993938151,332
4.576125993938151,4.576125993938151,333
4.576125993938151,4.576125993938151,334
4.576125993938151,4.576125993938151,335
4.576125993938151,4.576125993938151,336
4.576125993938151,4.576125993938151,337
4.576125993938151,4.576125993938151,338
4.576125993938151,4.576125993938151,339
4.576125993938151,4.576125993938151,340
4.576125993938151,4.576125993938151,341
4.576125993938151,4.576125993938151,342
4.576125993938151,4.576125993938151,343
4.576125993938151,4.576125993938151,344
4.576125993938151,4.576125993938151,345
4.576125993938151,4.576125993938151,346
4.576125993938151,4.576125993938151,347
4.576125993938151,4.576125993938151,348
4.576125993938151,4.576125993938151,349
4.576125993938151,4.576125993938151,350
4.576125993938151,4.576125993938151,351
4.576125993938151,4.576125993938151,352
4.576125993938151,4.576125993938151,353
4.576125993938151,4.576125993938151,354
4.576125993938151,4.576125993938151,355
4.576125993938151,4.576125993938151,356
4.576125993938151,4.576125993938151,357
4.576125993938151,4.576125993938151,358
4.576125993938151,4.576125993938151,359
4.576125993938151,4.576125993938151,360
4.576125993938151,4.576125993938151,361
4.576125993938151,4.576125993938151,362
4.576125993938151,4.576125993938151,363
4.576125993938151,4.576125993938151,364
4.576125993938151,4.576125993938151,365
4.576125993938151,4.576125993938151,366
4.576125993938151,4.576125993938151,367
4.576125993938151,4.576125993938151,368
4.576125993938151,4.576125993938151,369
4.576125993938151,4.576125993938151,370
4.576125993938151,4.576125993938151,371
4.576125993938151,4.576125993938151,372
4.576125993938151,4.576125993938151,373
4.576125993938151,4.576125993938151,374
4.576125993938151,4.576125993938151,375
4.576125993938151,4.576125993938151,376
4.576125993938151,4.576125993938151,377
4.576125993938151,4.576125993938151,378
4.576125993938151,4.576125993938151,379
4.576125993938151,4.576125993938151,380
4.576125993938151,4.576125993938151,381
4.576125993938151,4.576125993938151,382
4.576125993938151,4.576125993938151,383
4.576125993938151,4.576125993938151,384
4.576125993938151,4.576125993938151,385
4.576125993938151,4.576125993938151,386
4.576125993938151,4.576125993938151,387
4.576125993938151,4.576125993938151,388
4.576125993938151,4.576125993938151,389
4.576125993938151,4.576125993938151,390
4.576125993938151,4.576125993938151,391
4.576125993938151,4.576125993938151,392
4.576125993938151,4.576125993938151,393
4.576125993938151,4.576125993938151,394
4.576125993938151,4.576125993938151,395
4.576125993938151,4.576125993938151,396
4.576125993938151,4.576125993938151,397
4.576125993938151,4.576125993938151,398
4.576694583100974,4.576694583100974,399
4.576694583100974,4.576694583100974,400
4.576694583100974,4.576694583100974,401
4.576694583100974,4.576694583100974,402
4.576694583100974,4.576694583100974,403
4.576694583100974,4.576694583100974,404
4.576694583100974,4.576694583100974,405
4.576694583100974,4.576694583100974,406
4.576694583100974,4.576694583100974,407
4.576694583100974,4.576694583100974,408
4.576694583100974,4.576694583100974,409
4.576694583100974,4.576694583100974,410
4.576694583100974,4.576694583100974,411
4.576694583100974,4.576694583100974,412
4.576694583100974,4.576694583100974,413
4.576694583100974,4.576694583100974,414
4.576694583100974,4.576694583100974,415
4.576694583100974,4.576694583100974,416
4.576694583100974,4.576694583100974,417
4.576694583100974,4.576694583100974,418
4.576694583100974,4.576694583100974,419
4.576694583100974,4.576694583100974,420
4.576694583100974,4.576694583100974,421
4.576694583100974,4.576694583100974,422
4.576694583100974,4.576694583100974,423
4.576694583100974,4.576694583100974,424
4.576694583100974,4.576694583100974,425
4.576694583100974,4.576694583100974,426
4.576694583100974,4.576694583100974,427
4.576694583100974,4.576694583100974,428
4.576694583100974,4.576694583100974,429
4.576694583100974,4.576694583100974,430
4.576694583100974,4.576694583100974,431
4.576694583100974,4.576694583100974,432
4.576694583100974,4.576694583100974,433
4.576694583100974,4.576694583100974,434
4.576694583100974,4.576694583100974,435
4.576694583100974,4.576694583100974,436
4.576694583100974,4.576694583100974,437
4.576694583100974,4.576694583100974,438
4.576694583100974,4.576694583100974,439
4.576694583100974,4.576694583100974,440
4.576694583100974,4.576694583100974,441
4.576694583100974,4.576694583100974,442
4.576694583100974,4.576694583100974,443
4.576694583100974,4.576694583100974,444
4.576694583100974,4.576694583100974,445
4.576694583100974,4.576694583100974,446
4.576694583100974,4.576694583100974,447
4.577394542265289,4.577394542265289,448
4.577394542265289,4.577394542265289,449
4.577394542265289,4.577394542265289,450
4.577394542265289,4.577394542265289,451
4.577394542265289,4.577394542265289,452
4.577394542265289,4.577394542265289,453
4.577394542265289,4.577394542265289,454
4.577394542265289,4.577394542265289,455
4.577394542265289,4.577394542265289,456
4.577394542265289,4.577394542265289,457
4.577394542265289,4.577394542265289,458
4.577394542265289,4.577394542265289,459
4.577394542265289,4.577394542265289,460
4.577394542265289,4.577394542265289,461
4.577394542265289,4.577394542265289,462
4.577394542265289,4.577394542265289,463
4.577394542265289,4.577394542265289,464
4.577394542265289,4.577394542265289,465
4.577394542265289,4.577394542265289,466
4.577394542265289,4.577394542265289,467
4.577896629478497,4.577896629478497,468
4.577896629478497,4.577896629478497,469
4.577896629478497,4.577896629478497,470
4.577896629478497,4.577896629478497,471
4.577896629478497,4.577896629478497,472
4.577896629478497,4.577896629478497,473
4.577896629478497,4.577896629478497,474
4.577896629478497,4.577896629478497,475
4.577896629478497,4.577896629478497,476
4.577896629478497,4.577896629478497,477
4.577896629478497,4.577896629478497,478
4.577896629478497,4.577896629478497,479
4.577896629478497,4.577896629478497,480
4.577896629478497,4.577896629478497,481
4.577896629478497,4.577896629478497,482
4.577896629478497,4.577896629478497,483
4.577896629478497,4.577896629478497,484
4.577896629478497,4.577896629478497,485
4.577896629478497,4.577896629478497,486
4.577896629478497,4.577896629478497,487
4.577896629478497,4.577896629478497,488
4.577896629478497,4.577896629478497,489
4.577896629478497,4.577896629478497,490
4.577896629478497,4.577896629478497,491
4.577896629478497,4.577896629478497,492
4.577896629478497,4.577896629478497,493
4.577896629478497,4.577896629478497,494
4.577896629478497,4.577896629478497,495
4.577896629478497,4.577896629478497,496
4.577896629478497,4.577896629478497,497
4.577896629478497,4.577896629478497,498
4.577896629478497,4.577896629478497,499
4.577896629478497,4.577896629478497,500
4.577896629478497,4.577896629478497,501
4.577896629478497,4.577896629478497,502
4.577896629478497,4.577896629478497,503
4.577896629478497,4.577896629478497,504
4.577896629478497,4.577896629478497,505
4.577896629478497,4.577896629478497,506
4.577896629478497,4.577896629478497,507
4.577896629478497,4.577896629478497,508
4.577896629478497,4.577896629478497,509
4.577896629478497,4.577896629478497,510
4.577896629478497,4.577896629478497,511
4.577896629478497,4.577896629478497,512
4.577896629478497,4.577896629478497,513
4.577896629478497,4.577896629478497,514
4.577896629478497,4.577896629478497,515
4.577896629478497,4.577896629478497,516
4.577896629478497,4.577896629478497,517
4.577896629478497,4.577896629478497,518
4.577896629478497,4.577896629478497,519
4.577896629478497,4.577896629478497,520
4.577896629478497,4.577896629478497,521
4.577896629478497,4.577896629478497,522
4.577896629478497,4.577896629478497,523
4.577896629478497,4.577896629478497,524
4.577906364398966,4.577906364398966,525
4.577906364398966,4.577906364398966,526
4.577906364398966,4.577906364398966,527
4.577906364398966,4.577906364398966,528
4.577906364398966,4.577906364398966,529
4.577906364398966,4.577906364398966,530
4.577906364398966,4.577906364398966,531
4.577906364398966,4.577906364398966,532
4.577906364398966,4.577906364398966,533
4.577906364398966,4.577906364398966,534
4.577906364398966,4.577906364398966,535
4.577906364398966,4.577906364398966,536
4.577906364398966,4.577906364398966,537
4.577906364398966,4.577906364398966,538
4.577906364398966,4.577906364398966,539
4.577906364398966,4.577906364398966,540
4.577906364398966,4.577906364398966,541
4.577906364398966,4.577906364398966,542
4.577906364398966,4.577906364398966,543
4.577906364398966,4.577906364398966,544
4.577906364398966,4.577906364398966,545
4.577906364398966,4.577906364398966,546
4.577906364398966,4.577906364398966,547
4.577906364398966,4.577906364398966,548
4.577906364398966,4.577906364398966,549
4.577906364398966,4.577906364398966,550
4.577906364398966,4.577906364398966,551
4.577906364398966,4.577906364398966,552
4.577906364398966,4.577906364398966,553
4.577906364398966,4.577906364398966,554
4.577906364398966,4.577906364398966,555
4.577906364398966,4.577906364398966,556
4.577906364398966,4.577906364398966,557
4.577906364398966,4.577906364398966,558
4.577906364398966,4.577906364398966,559
4.577906364398966,4.577906364398966,560
4.577906364398966,4.577906364398966,561
4.577906364398966,4.577906364398966,562
4.577906364398966,4.577906364398966,563
4.577906364398966,4.577906364398966,564
4.577906364398966,4.577906364398966,565
4.577906364398966,4.577906364398966,566
4.577906364398966,4.577906364398966,567
4.577906364398966,4.577906364398966,568
4.577906364398966,4.577906364398966,569
4.577906364398966,4.577906364398966,570
4.577906364398966,4.577906364398966,571
4.577906364398966,4.577906364398966,572
4.577906364398966,4.577906364398966,573
4.577906364398966,4.577906364398966,574
4.577906364398966,4.577906364398966,575
4.577906364398966,4.577906364398966,576
4.577906364398966,4.577906364398966,577
4.577906364398966,4.577906364398966,578
4.577906364398966,4.577906364398966,579
4.577906364398966,4.577906364398966,580
4.577906364398966,4.577906364398966,581
4.577906364398966,4.577906364398966,582
4.577906364398966,4.577906364398966,583
4.577906364398966,4.577906364398966,584
4.577906364398966,4.577906364398966,585
4.577906364398966,4.577906364398966,586
4.577906364398966,4.577906364398966,587
4.577906364398966,4.577906364398966,588
4.577906364398966,4.577906364398966,589
4.577906364398966,4.577906364398966,590
4.577906364398966,4.577906364398966,591
4.577906364398966,4.577906364398966,592
4.577906364398966,4.577906364398966,593
4.577906364398966,4.577906364398966,594
4.577906364398966,4.577906364398966,595
4.577906364398966,4.577906364398966,596
4.577906364398966,4.577906364398966,597
4.577906364398966,4.577906364398966,598
4.577906364398966,4.577906364398966,599
4.577906364398966,4.577906364398966,600
4.577906364398966,4.577906364398966,601
4.577906364398966,4.577906364398966,602
4.577906364398966,4.577906364398966,603
4.577906364398966,4.577906364398966,604
4.577906364398966,4.577906364398966,605
4.577906364398966,4.577906364398966,606
4.577906364398966,4.577906364398966,607
4.577906364398966,4.577906364398966,608
4.577906364398966,4.577906364398966,609
4.577906364398966,4.577906364398966,610
4.577906364398966,4.577906364398966,611
4.577906364398966,4.577906364398966,612
4.577906364398966,4.577906364398966,613
4.577906364398966,4.577906364398966,614
4.577906364398966,4.577906364398966,615
4.577906364398966,4.577906364398966,616
4.577906364398966,4.577906364398966,617
4.577906364398966,4.577906364398966,618
4.577906364398966,4.577906364398966,619
4.577906364398966,4.577906364398966,620
4.577906364398966,4.577906364398966,621
4.577906364398966,4.577906364398966,622
4.577906364398966,4.577906364398966,623
4.577906364398966,4.577906364398966,624
4.577906364398966,4.577906364398966,625
